goods_no,rank,title,subtitle,author,publisher,publish_date,discount_rate,sale_price,original_price,point,sale_index,review_count,rating
145015291,462,M365 코파일럿 무작정 따라하기,일잘러를 위한 최고의 업무 파트너,"김시연, 서지영",길벗,2025년 04월,10%,19800,22000,"1,100원",3264,7,9.4
144868498,463,이게 되네? 챗GPT 미친 크롤링 24제,"코드 몰라도 OK! 이걸 긁네? 기출문제, 항공권, 청약, 소상공인24, 알리, 기사, 유튜브 댓글까지 모조리 긁어오는 데이터 수집과 GPTs 업무 자동화",박현규,골든래빗,2025년 04월,10%,23400,26000,"1,300원",2706,7,9.1
144689418,464,RAG 마스터 : 랭체인으로 완성하는 LLM 서비스,멀티모달·그래프 RAG·에이전트·파인튜닝까지,"브라이스 유, 조경아, 박수진, 김재웅",프리렉,2025년 04월,10%,28800,32000,"1,600원",2346,5,10.0
144650380,465,AI와 반도체,,최종수,커뮤니케이션북스,2025년 04월,0%,12000,12000,0원,252,0,0.0
144253147,466,된다! 업무에 바로 쓰는 구글 활용법,"구글 앱, 이제 AI 시대에 걸맞게 쓰자",이광희,이지스퍼블리싱,2025년 04월,10%,18900,21000,"1,050원",4206,18,10.0
144073133,467,공여사들의 엑셀 혁명 with 챗GPT,암기 NO! 복잡 NO! 압도적 실용성 YES! 실무 엑셀 기본기+챗GPT 활용법,공여사들,한빛미디어,2025년 03월,10%,18900,21000,"1,050원",3096,42,9.8
143268983,468,THE 포토샵,,김은혜,길벗,2025년 03월,10%,23400,26000,"1,300원",510,33,10.0
142763143,469,레트로의 유니티 6 게임 프로그래밍 에센스,4가지 게임을 만들면서 배우는 실전 유니티 개발 가이드,이제민,한빛미디어,2025년 02월,10%,59400,66000,"3,300원",4164,72,9.8
141828205,470,띠웅's 타이포그래피 with 프로크리에이트,몽글몽글 글씨를 그려요,띠웅,다산스마트에듀,2025년 01월,10%,22500,25000,"1,250원",2388,18,9.8
141732801,471,이것이 생성형 AI다,대규모 언어 모델(LLM)이 바꾼 AI(인공지능) 생태계의 모든 것,김명락,슬로디미디어,2025년 02월,10%,15120,16800,840원,750,15,9.7
139786609,472,데이터 과학 기반의 파이썬 빅데이터 분석,,이지영,한빛아카데미,2024년 11월,0%,31000,31000,0원,1950,0,0.0
139777149,473,앱인벤터로 20가지 인공지능 앱 만들기 with ChatBot과 생성형AI,"챗GPT, 뤼튼, 패들렛 활용","김수연, 전진아, 장문철",앤써북,2024년 12월,10%,16920,18800,940원,2418,4,10.0
139612101,474,초보자를 위한 ChatGPT 활용법,,"정하영, 이도현",지식과감성#,2024년 11월,10%,18000,20000,"1,000원",852,8,10.0
139563085,475,"AI로 이미지, 영상, 음악 한 번에 끝내기",누구나 쉽게 따라 하는 디지털 콘텐츠 만들기,이현,천그루숲,2024년 11월,10%,16200,18000,900원,1068,14,9.6
136446856,476,챗GPT 질문의 기술,당신의 미래를 바꿀 질문의 힘과 AI 리터러시,이선종,영진닷컴,2024년 11월,10%,19800,22000,"1,100원",1110,6,9.7
135854770,477,한 권으로 배우는 게임 프로그래밍,"수학과 물리, 자료구조와 알고리즘, 디자인 패턴으로 익히는 게임 개발 필수 지식","박태준, 박효재, 윤하연",한빛미디어,2024년 10월,10%,25200,28000,"1,400원",1242,12,9.7
135818136,478,머신비전 비밀노트,좌충우돌 신입사원 애니의 머신비전 회사 입사 스토리,㈜앤비젼,바른북스,2024년 10월,10%,21600,24000,"1,200원",876,0,0.0
135800272,479,이것이 우분투 리눅스다,"우분투 리눅스 설치부터 네트워크와 서버 구축, 운영까지",우재남/박길식 감수,한빛미디어,2024년 11월,10%,32400,36000,"1,800원",2286,25,9.7
135722461,480,이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT,"업무부터 일상까지, 3일 작업 한 방에 처리하는 45가지 미친 자동화 치트키",서휘승,골든래빗,2024년 11월,10%,28800,32000,"1,600원",2364,3,10.0
135223090,481,무조건 쿠팡에서 팔아라 그래야 산다,성공 셀러를 위한 쿠팡 판매의 정석!,"하지혜, 오대장",우리네삶,2026년 01월,10%,21600,24000,"1,200원",4452,46,10.0
134605465,482,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP,기초부터 알려주는 ERP 입문자용 SAP HANA 가이드북,"주호재, 서기준",생능북스,2024년 10월,10%,20700,23000,230원,1878,4,9.5
133873594,483,아무도 알려 주지 않는 PM 필수 지식,,최선신,영진닷컴,2024년 10월,10%,19800,22000,"1,100원",1242,21,10.0
133823740,484,인공지능이 다 해주는 브루 Vrew 영상 편집,"유튜브, 숏폼 영상부터 버튜버, 인공지능 목소리 더빙까지 생성형 AI로 영상 콘텐츠 제작하기",지현이/브루 개발팀 감수,시프트,2024년 10월,10%,18000,20000,"1,000원",7392,19,9.7
133810492,485,블렌더 3D,,박봄이,아이콕스(iCox),2024년 09월,10%,29700,33000,"1,650원",672,1,10.0
132189588,486,NEW 우당탕탕 파워포인트 2021로 발표하기,,교재개발팀,마린북스,2024년 08월,10%,12600,14000,700원,2262,4,9.5
130279113,487,블렌더로 애니 그림체 캐릭터를 만들어보자! : 모델링편,,나츠모리 카츠/김모세 역,AK(에이케이 커뮤니케이션즈),2024년 08월,10%,38520,42800,"2,140원",1338,13,9.8
130093155,488,Do it! 5일 만에 끝내는 깃&깃허브 입문,,"고경희, 이고잉",이지스퍼블리싱,2024년 08월,10%,16200,18000,900원,1770,27,9.9
130027463,489,아는 만큼 보이는 AI,"챗봇부터 유튜브 추천, 수학 문제 풀이, 중고 거래 자동 분류까지 한 권으로 보는 AI 기술과 트렌드",최기원,길벗,2024년 08월,10%,17100,19000,950원,1026,23,9.7
129374961,490,자바스크립트 + 리액트 디자인 패턴,"자바스크립트와 리액트의 최신 패턴과 렌더링, 성능 패턴까지",애디 오스마니/윤창식 역,한빛미디어,2024년 08월,10%,25200,28000,"1,400원",630,14,9.7
129046073,491,한글 2022 단계별 정복하기,,편집부,아티오,2024년 07월,10%,9000,10000,500원,1554,0,0.0
128122789,492,초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들,동영상 강의보며 혼자 학습 ok! 학교/학원/방과 후 코딩 교재로 ok!,"전진아, 김수연",앤써북,2024년 06월,10%,15930,17700,880원,1872,13,9.8
127086566,493,그림으로 이해하는 서버 구조와 기술,"서버, 쉽고 재미있게 시작하자!","요코타 카즈키, 엔도 유키/김성훈 역",길벗,2024년 06월,10%,19800,22000,"1,100원",2406,14,10.0
126691841,494,게임 시나리오 기획자를 위한 안내서,"이론과 실무 그리고 포트폴리오까지, 게임 시나리오의 모든 것",양정윤,에이콘출판사,2024년 05월,10%,23400,26000,"1,300원",1218,9,10.0
126581925,495,데브옵스 핸드북 2/e,"세계 최고 수준의 기민성, 신뢰성, 안정성을 갖춘 기술","진 킴, 제즈 험블, 패트릭 드부아, 존 윌리스, 니콜 포스그렌 외 1명 정보 더 보기/감추기 진 킴 제즈 험블 패트릭 드부아 존 윌리스 니콜 포스그렌 김모세",에이콘출판사,2024년 05월,10%,31500,35000,"1,750원",360,1,10.0
126305083,496,게임 기획의 정석,,타이난 실베스터/오영욱 역,스타비즈,2024년 04월,10%,27000,30000,"1,500원",2064,13,8.6
126202247,497,이모티콘 작가 되기 with 프로크리에이트,,박재이,리얼북스,2024년 05월,10%,15120,16800,840원,2736,13,9.5
126181068,498,그림으로 이해하는 알고리즘,"알고리즘과 자료 구조, 쉽고 재미있게 시작하자!","이시다 모리테루, 미야자키 슈이치/이동규 역",길벗,2024년 04월,10%,19800,22000,"1,100원",1470,13,10.0
126112113,499,DSLR&미러리스 사진&영상 촬영백과,데르센 김용만의 한 권으로 끝내는,김용만,성안당,2024년 04월,10%,34200,38000,"1,900원",840,10,10.0
126037720,500,마인크래프트 몹 완벽 가이드,,Mojang Studio/이주안 역,영진닷컴,2024년 04월,10%,16200,18000,900원,4395,24,9.6
125692722,501,된다! 김메주의 유튜브 채널&영상 만들기,10만 조회수를 만드는 영상·쇼츠의 비밀,김혜주,이지스퍼블리싱,2024년 04월,10%,17100,19000,950원,7818,33,9.7
125580588,502,인공지능 구조 원리 교과서,"개발자와 프로젝트 매니저를 위한 AI 수업, 머신러닝 · 딥러닝 · CNN · RNN · LLM 메커니즘 해설",송경빈/남지우 그림,보누스,2024년 03월,10%,17820,19800,990원,1092,25,9.9
125318563,503,된다! 네이버 블로그 상위 노출,,황윤정,이지스퍼블리싱,2024년 03월,10%,16200,18000,900원,1518,35,9.7
125101417,504,마인크래프트 미니게임 만들기,레드스톤&커맨드 블록으로 시작하는 게임 코딩,우마공 운영진,영진닷컴,2024년 02월,10%,15120,16800,840원,2346,32,9.9
124988756,505,누구나 따라할 수 있는 기막힌 중국 구매대행 + 수입판매 끝장 매뉴얼,중국 구매대행의 전설 ‘중판’ 대표의 300만 원으로 30억 번 비밀 노하우 대공개!,"이윤섭, 손승엽",앤써북,2024년 02월,10%,15930,17700,880원,624,3,10.0
124939147,506,가상 면접 사례로 배우는 머신러닝 시스템 설계 기초,,"알리 아미니안, 알렉스 쉬/최종일 역",인사이트(insight),2024년 02월,10%,24300,27000,"1,350원",1110,12,9.0
124832401,507,수학자와 함께하는 인공지능 수학 with 파이썬,,"김종락, 원병선",한빛아카데미,2024년 01월,0%,32000,32000,960원,2796,4,10.0
124640233,508,밑바닥부터 시작하는 딥러닝 4,직접 구현하며 익히는 강화 학습 알고리즘,사이토 고키/개앞맵시 역,한빛미디어,2024년 01월,10%,27000,30000,"1,500원",2190,13,9.8
124623632,509,인공지능 쏙쏙 with 엔트리,만들면서 이해하는 AI 프로젝트,다산스마트에듀 SW교육센터,다산스마트에듀,2024년 01월,10%,19800,22000,"1,100원",996,42,9.9
124608984,510,Do it! 시뮬레이터+키트로 완성하는 아두이노 입문,"고장 확률 0%, 성공 확률 100%!",박필준,이지스퍼블리싱,2024년 01월,10%,22950,25500,"1,270원",1320,14,9.9
124536057,511,팅커캐드 3D 디자인&코딩,,이상범,REXmedia(렉스미디어),2024년 01월,10%,12600,14000,700원,288,0,0.0
124422647,512,엑셀 2021,기초부터 실무 활용까지,김도린,아티오,2024년 01월,10%,12600,14000,700원,870,1,10.0
122967940,513,엔트리로 만드는 프로젝트 게임(고양이와 술래잡기),어린이 코딩 - 학교편,조익현,코딩이지,2023년 09월,10%,12600,14000,700원,144,0,0.0
122560579,514,된다! 책 만들기 with 인디자인,"책 기획부터 디자인, 인쇄 주문과 전자책 출간까지 책 제작의 모든 것! 9가지 예제로 배우는 편집 디자인",김혜린,이지스퍼블리싱,2023년 09월,10%,19800,22000,"1,100원",1500,14,9.9
122535588,515,클립 스튜디오 입문 교실,일러스트레이터와 웹툰 작가를 위한,사이도런치/고영자 역,영진닷컴,2023년 09월,10%,20700,23000,"1,150원",1866,16,9.7
122457138,516,원큐패스 나는야 엔트리 화가,코딩으로 만드는 예술작품,"이영호, 이채은",다락원,2023년 10월,10%,15300,17000,850원,228,55,9.9
122166594,517,캐릭터 제작을 위한 블렌더 3D 모델링&렌더링,한 권으로 끝내는 3D 모델링 교과서,3dtotal Publishing/안동현 역,이지스퍼블리싱,2023년 09월,10%,27900,31000,"1,550원",1062,16,8.6
121948165,518,파이썬 생활 프로젝트 코딩,14일 만에 뚝딱!,서승희,길벗,2023년 08월,10%,16200,18000,900원,480,29,9.9
121913198,519,상상을 실현하는 로블록스 게임 만들기,"스튜디오 사용법부터 수익화까지, 로블록스 게임 제작의 모든 것","강태훈, 장준하, D.LAB",한빛미디어,2023년 08월,10%,19800,22000,"1,100원",2424,41,9.7
121798378,520,로봇 UX,소셜 로봇 디자인 이야기,칼라 다이애나/이재환 역,유엑스리뷰,2023년 08월,10%,28800,32000,"1,600원",306,11,10.0
120241473,521,그림으로 이해하는 네트워크 구조와 기술,"네트워크, 쉽고 재미있게 시작하자!",나카오 신지/김성훈 역,길벗,2023년 07월,10%,19800,22000,"1,100원",2208,17,9.6
119712582,522,견고한 데이터 엔지니어링,데이터 파이프라인 설계와 구축의 핵심 원칙,"조 라이스, 맷 하우슬리/김인범 역",한빛미디어,2023년 06월,10%,34200,38000,"1,900원",1788,39,9.2
119149301,523,엑셀 매크로&VBA 바이블,모든 버전 사용 가능,최준선,한빛미디어,2023년 05월,10%,42300,47000,"2,350원",1998,21,10.0
118523424,524,파이썬 라이브러리를 활용한 데이터 분석,"영화 평점, 이름 통계, 선거 데이터 등 실사례 사용",웨스 맥키니/김영근 역,한빛미디어,2023년 05월,10%,35100,39000,"1,950원",1872,31,8.7
117384844,525,개발자를 위한 시프트-레프트 테스트,"단위 테스트, 리팩터링, 애자일 개발 시 품질 담보, 테스트 자동화 등 소프트웨어 품질을 높이는 개발자 테스트 실천 기법",다카하시 주이치/김모세 역,제이펍,2023년 02월,10%,21600,24000,"1,200원",144,4,10.0
117029163,526,나만의 로블록스 게임 만들기,,"데이비드 재그노, 히스 해스킨스/추성호 역",영진닷컴,2023년 01월,10%,14400,16000,800원,900,17,9.8
116998020,527,일 잘하는 디자이너,,시부야 료이치/안동현 역,이지스퍼블리싱,2023년 02월,10%,14400,16000,800원,720,14,9.8
116967878,528,이것이 Windows Server다,가상머신으로 실무 환경 그대로 실습하는 Windows Server 기본서,우재남,한빛미디어,2023년 01월,10%,38700,43000,"2,150원",1050,18,9.8
116613668,529,부모님을 위한 컴퓨터 무작정 따라하기,,곽은지,길벗,2022년 12월,10%,16200,18000,900원,1962,2,8.0
116431437,530,포켓몬스터 레츠고! 피카츄ㆍ레츠고! 이브이 속성클리어모험가이드,,편집부,학산문화사(단행본),2022년 11월,10%,10800,12000,600원,420,3,10.0
115633781,531,트랜스포머를 활용한 자연어 처리,허깅페이스 개발팀이 알려주는 자연어 애플리케이션 구축,"루이스 턴스톨, 레안드로 폰 베라, 토마스 울프/박해선 역",한빛미디어,2022년 11월,10%,35100,39000,"1,950원",1134,44,9.6
115385969,532,인공지능 활용능력 평가 AICE FUTURE 3급,초등학생을 위한 AI 활용 능력 시험 대비,DIGICO KT,한국경제매거진,2022년 11월,0%,16000,16000,0원,2586,4,10.0
115221981,533,로블록스 루아 프로그래밍 첫 발자국 떼기,로블록스 공식 가이드,ROBLOX/진석준 역,에이콘출판사,2022년 11월,10%,31500,35000,"1,750원",714,0,0.0
114292905,534,초등학생을 위한 인공지능 지식 76,,김영현 글/최정을 그림,길벗,2022년 10월,10%,14400,16000,800원,2124,61,9.7
114250605,535,전문가를 위한 C,"동시성, OOP부터 최신 C, 고급 기능까지! 극한의 C를 마주하려는 여행자를 위한 가이드북",캄란 아미니/박지윤 역,한빛미디어,2022년 10월,10%,49500,55000,"2,750원",324,27,9.6
113451876,536,양자계산과 양자정보,,"마이클 닐슨, 아이작 추앙/이승준 역",에이콘출판사,2022년 10월,10%,62100,69000,"3,450원",720,2,10.0
112250573,537,인공지능과 뇌는 어떻게 생각하는가,"지극히 주관적인, 그래서 객관적인 생각의 탄생",이상완,솔,2022년 09월,10%,19800,22000,"1,100원",897,58,9.3
111362116,538,이것이 자료구조+알고리즘이다 with C 언어,문제 해결 능력을 키워주는 자료구조+알고리즘 입문서,박상현,한빛미디어,2022년 08월,10%,30600,34000,"1,700원",2634,41,9.8
109182582,539,실무자를 위한 그래프 데이터 활용법,"그래프를 그리면 세상이 보인다, 그래프 씽킹으로 시작하는 그래프 데이터베이스 사용 안내서","데니즈 고즈넬, 마티아스 브뢰헬러/우정은 역",한빛미디어,2022년 05월,10%,33300,37000,"1,850원",444,11,9.1
108249673,540,솔리드웍스 50시간 완성 (모델링편),,신동진,피앤피북,2022년 03월,10%,18000,20000,"1,000원",2283,18,9.6
108192370,541,헤드 퍼스트 디자인 패턴,14가지 GoF 필살 패턴! 유지 관리가 편리한 객체지향 소프트웨어를 만드는 법,"에릭 프리먼, 엘리자베스 롭슨/서환수 역",한빛미디어,2022년 03월,10%,32400,36000,"1,800원",1680,62,9.5
106482976,542,구글클라우드 앱시트 노코드 완전활용법,,"임형준, 이영기, 김상목",마크리더,2022년 01월,10%,31500,35000,"1,750원",312,1,4.0
105040586,543,픽셀아트 배경 그리는 법,도트 초보자부터 전문가까지,"APO+, MOTOCROSS SAITO, SETAMO/이석호 역",AK(에이케이 커뮤니케이션즈),2021년 11월,10%,25200,28000,0원,642,9,9.3
105016912,544,따라하며 배우는! 퓨전 Fusion 360 입문,,"김혜숙, 주형권, 김보영",한국ATC센터,2021년 11월,10%,24300,27000,"1,350원",1146,0,0.0
103415767,545,Real MySQL 8.0 (2권),개발자와 DBA를 위한 MySQL 실전 가이드,"백은빈, 이성욱",위키북스,2021년 09월,10%,28800,32000,"1,600원",1386,13,9.2
103401495,546,Do it! 인터랙티브 웹 페이지 만들기,,최성일,이지스퍼블리싱,2021년 08월,10%,25200,28000,"1,400원",522,17,9.9
102949767,547,ROS 2로 시작하는 로봇 프로그래밍,,"표윤석, 임태훈",루비페이퍼,2021년 08월,10%,28800,32000,"1,600원",2196,8,10.0
102716854,548,컴퓨터 구조 및 설계,하드웨어/소프트웨어 인터페이스,"David A. Patterson, 존 헤네시/박명순, 김병기, 하순회 역 외 1명 정보 더 보기/감추기 David A. Patterson 존 헤네시 박명순 김병기 하순회 장훈",한티에듀,2021년 06월,0%,37000,37000,0원,1512,11,10.0
102486031,549,정보 보안 개론,한 권으로 배우는 핵심 보안 이론,양대일,한빛아카데미,2021년 06월,0%,30000,30000,0원,2754,10,9.9
99301316,550,마음까지 몽글몽글 아이패드 드로잉,프로크리에이트로 시작하는 세상에서 가장 쉬운 아이패드 드로잉,한승현,앤제이BOOKS,2021년 05월,10%,16200,18000,900원,804,19,9.9
99002759,551,웹소설 써서 먹고삽니다,웃기는 작가 빵무늬의 돈 되는 작법 수업,정무늬,길벗,2021년 04월,10%,15300,17000,850원,1110,118,9.6
97125552,552,사토시의 서,비트코인 창시자 사토시 나카모토의 철학을 보다,필 샴페인/조진수 역,한빛미디어,2021년 02월,10%,22500,25000,"1,250원",1146,28,9.1
96576416,553,그로스 해킹,데이터와 실험을 통해 성장하는 서비스를 만드는 방법,양승화,위키북스,2021년 01월,10%,13500,15000,750원,1560,20,9.8
95162490,554,실무에 바로 쓰는 일잘러의 보고서 작성법,"한눈에 읽히는 기획서, 제안서, 이메일 빠르게 쓰기",김마라,제이펍,2020년 11월,10%,16200,18000,900원,4632,118,9.6
93081172,555,"비트코인과 블록체인, 가상자산의 실체 2/e",암호화폐의 허상,이병욱,에이콘출판사,2020년 09월,10%,21600,24000,"1,200원",708,22,8.9
92909426,556,악성코드 분석 시작하기,"윈도우 악성코드 분석에 필요한 개념과 도구, 테크닉",몬나파 K A/여성구 역,에이콘출판사,2020년 09월,10%,32400,36000,"1,800원",600,2,10.0
91887223,557,양자 컴퓨터 원리와 수학적 기초,"스핀부터 큐비트, 얽힘, 중첩, 양자 알고리즘, 양자 암호화",크리스 베른하트/이정문 역,에이콘출판사,2020년 08월,10%,22500,25000,"1,250원",1128,3,9.3
91358533,558,모두의 인공지능 기초 수학,누구나 쉽게 시작하는 인공지능 수학,서지영,길벗,2020년 08월,10%,22500,25000,"1,250원",942,33,7.8
91084402,559,파이썬 알고리즘 인터뷰,95가지 알고리즘 문제 풀이로 완성하는 코딩 테스트,박상길/정진호 그림,책만,2020년 07월,10%,34200,38000,"1,900원",876,46,9.2
89649360,560,리팩터링 2판,코드 구조를 체계적으로 개선하여 효율적인 리팩터링 구현하기,"마틴 파울러/개앞맵시, 남기혁 역",한빛미디어,2020년 04월,10%,31500,35000,"1,750원",930,74,9.6
89584543,561,쉽게 배워 폼나게 활용하는 엑셀 Excel 2016,,"박윤정, IT연구회",성안당,2023년 09월,10%,16200,18000,900원,570,0,0.0
88404985,562,엔지니어가 배워야 할 금융시스템의 ‘지식’과 ‘기술’,,다이와종합연구소/김선숙 역,성안당,2020년 02월,10%,17100,19000,950원,192,1,10.0
87631760,563,데이터 시각화 교과서,데이터 분석의 본질을 살리는 그래프와 차트 제작의 기본 원리와 응용,클라우스 윌케/권혜정 역/최재원 감수,책만,2020년 02월,10%,25200,28000,"1,400원",1230,14,9.9
87336637,564,"개발 7년차, 매니저 1일차","개발만 해왔던 내가, 어느 날 갑자기 ‘팀’을 맡았다!","카미유 푸르니에/권원상, 한민주 역",한빛미디어,2020년 02월,10%,19800,22000,"1,100원",558,39,9.1
69758354,565,블록체인 해설서,"비트코인, 이더리움 그리고 하이퍼레저",이병욱,에이콘출판사,2019년 02월,10%,17550,19500,970원,972,21,9.4
59580711,566,도널드 노먼의 디자인 심리학,UX와 HCI를 위한 인지과학 교과서,도널드 노먼/범어디자인연구소 역,유엑스리뷰,2018년 04월,10%,31500,35000,"1,750원",1230,16,9.7
57979286,567,사이트 신뢰성 엔지니어링,구글이 공개하는 서비스 개발과 운영 노하우,"벳시 베이어, 크리스 존스, 제니퍼 펫오프, 니얼 리처드 머피/장현희 역",제이펍,2018년 01월,10%,32400,36000,"1,800원",600,6,10.0
48577718,568,도메인 주도 설계 핵심,핵심을 간추린 비즈니스 중심의 설계로 소프트웨어 개발 프로젝트 성공하기,"반 버논/박현철, 전장호 역",에이콘출판사,2017년 09월,10%,22500,25000,"1,250원",618,5,8.0
43868089,569,Do it! 쉽게 배우는 R 데이터 분석,,김영우,이지스퍼블리싱,2017년 07월,10%,18000,20000,"1,000원",2454,68,9.6
38865193,570,솔리드웍스 열 및 유체유동 공학해석 실무,,이상만,메카피아,2017년 04월,10%,27000,30000,"1,500원",180,0,0.0
20180816,571,Autodesk 틴커캐드(TinkerCAD) + 3D 프린팅,TINKERCAD 다양한 디자인 예제 수록,"김차희, 노수황 공저",메카피아,2015년 09월,10%,18000,20000,"1,000원",204,2,8.5
17525589,572,Effective C++ 이펙티브 C++,,스콧 마이어스 / 곽용재 역,프로텍미디어,2015년 03월,0%,26000,26000,0원,1224,15,9.6
8921236,573,미래를 바꾼 아홉 가지 알고리즘,컴퓨터 세상을 만든 기발한 아이디어들,존 맥코믹 / 민병교 역,에이콘출판사,2013년 05월,10%,16920,18800,940원,3522,48,9.1
7516721,574,토비의 스프링 3.1 Vol. 1 스프링의 이해와 원리,,이일민,에이콘출판사,2012년 09월,10%,36000,40000,"2,000원",528,15,9.2
4246457,575,개발자도 알아야할 소프트웨어 테스팅 실무,Practical Software Testing Foundation,"권원일, 이현주, 최승희, 이승호, 박은영, 조현길 공저",STA(소프트웨어테스팅연구소),2010년 09월,5%,26600,28000,840원,1044,23,9.2
189829859,576,AI 이해력,우리가 질문하면 AI는 어떻게 답을 하는가?,박민경,로드북,2026년 05월,10%,22500,25000,"1,250원",540,0,0.0
193072395,577,Physical AI 지능제어 입문,휴머노이드 로봇의 지능제어를 위한 첫걸음,박연묵,교우,2026년 07월,0%,20000,20000,0원,120,0,0.0
193061800,578,생성형 AI와 메타버스 그리고 지식재산권,,송은지,커뮤니케이션북스,2026년 07월,0%,12000,12000,0원,120,0,0.0
192695534,579,AI와 화학제품 독성 예측,,서명원,커뮤니케이션북스,2026년 07월,0%,12000,12000,0원,120,0,0.0
192557882,580,오픈소스 AI와 시청각 기록물 관리,,배민수,커뮤니케이션북스,2026년 06월,0%,12000,12000,0원,585,0,0.0
192557879,581,유아 놀이와 AI 교육,,최수연,커뮤니케이션북스,2026년 06월,0%,12000,12000,0원,102,0,0.0
192207268,582,인공지능과 전문직,,"한 준, 김현식, 손윤규, 심보선, 윤덕용 외 5명 정보 더 보기/감추기 한 준 김현식 손윤규 심보선 윤덕용 이은주 이종민 임동균 정인관 조은아",박영사,2026년 06월,0%,17000,17000,0원,120,0,0.0
192090241,583,"디자인, 이렇게 하면 되나요? (최신 개정판)","실무 디자인 작업 과정부터 레이아웃, 색상 사진/그림, 폰트, 인쇄 제작까지 한 번 배워 평생 써먹는 디자인의 기본",오자와 하야토/구수영 역,제이펍,2026년 06월,10%,19620,21800,"1,090원",288,3,10.0
190278636,584,AI 에이전트 개발과 운영 올인원 가이드,"LangGraph 기반 AI 에이전트 개발과 RAG 워크플로 설계, AWS 운영 전략까지","온다 미노루, 오쓰보 유, 쓰카다 마사키/두발타고 역",제이펍,2026년 06월,10%,29700,33000,"1,650원",216,1,10.0
190272428,585,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝,"데이터 획득, 모델 생성, 모델 적용 후 자율주행",장문철,앤써북,2026년 06월,10%,21960,24400,"1,220원",468,1,10.0
173202173,586,라즈베리파이로 만드는 인공지능과 사물인터넷,,장문철,먼슬리북스,2026년 03월,10%,20250,22500,"1,120원",468,8,10.0
167694445,587,팔리는 블로그 & SNS 글쓰기 with 챗GPT,"콘텐츠 아이디어부터 이미지까지, 하루 30분으로 1일 1 포스팅 가능한 AI 활용법",홍순성,한빛미디어,2025년 12월,10%,22500,25000,"1,250원",1734,12,10.0
166665802,588,그림으로 이해하는 도커와 쿠버네티스,"도커와 쿠버네티스, 쉽고 재미있게 시작하자!",토쿠나가 코헤이/서수환 역,길벗,2025년 11월,10%,19800,22000,"1,100원",3108,17,10.0
151381888,589,알아서 잘하는 에이전틱 AI 시스템 구축하기,"추론, 계획, 적응 가능한 지능형 자율 에이전트 설계 가이드","안자나바 비스와스, 릭 탈루크다르/김모세 역",제이펍,2025년 09월,10%,25200,28000,"1,400원",3258,3,10.0
148562901,590,노션 템플릿 상점,노션 앰배서더 Rei가 만들고 노슈니가 먼저 써본 템플릿과 활용법 모두 모음집,Rei/노슈니 감수,길벗,2025년 07월,10%,19800,22000,"1,100원",8346,144,9.8
145343581,591,네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make,,조영빈,디지털북스,2025년 04월,10%,18000,20000,"1,000원",3366,12,9.5
136883319,592,나는 해외구매대행으로 한 달에 월급을 두 번 받는다,똑똑한 해외구매대행으로 쏠쏠한 N잡러 되기,제노,위키북스,2024년 11월,10%,21600,24000,"1,200원",1422,5,10.0
96234546,593,혼자 공부하는 자바스크립트,1:1 과외하듯 배우는 프로그래밍 자습서,윤인성,한빛미디어,2021년 01월,10%,21600,24000,"1,200원",1092,38,9.6
193184516,594,이공계생을 위한 파이썬 필수예제 3,,윤성호,지오북스,2026년 09월,0%,29000,29000,0원,60,0,0.0
193184112,595,교사의 시간 AI로 다시 쓰다,1시간의 일을 1분 만에 끝내는 마법의 도구,"황영준, 박성완, 양기송",에듀윌,2026년 07월,10%,12600,14000,700원,60,0,0.0
193183459,596,생성형 AI로 완성하는 회계 · 세무실무,,박현준,도서출판배움,2026년 04월,10%,10800,12000,600원,60,0,0.0
193061798,597,AI 시대의 재난 현장 (큰글자책),,이대호,커뮤니케이션북스,2026년 07월,0%,25000,25000,0원,90,0,0.0
193051840,598,AI와 사회정서학습,,최철웅,커뮤니케이션북스,2026년 07월,0%,12000,12000,0원,60,0,0.0
193051838,599,인간지능 : AI의 협업과 소버린 AI,,"이헌구, 이동일",커뮤니케이션북스,2026년 07월,0%,12000,12000,0원,60,0,0.0
192978021,600,AI 에이전트로 만드는 멀티미디어 전자책,전자책 기획-집필-비주얼-오디오-수익화 자동화,황원판,BOOKK(부크크),2026년 06월,0%,34000,34000,0원,60,0,0.0
192871544,601,"AI 시대, 방송콘텐츠 교육",,"박민서, 이승현",커뮤니케이션북스,2026년 07월,0%,12000,12000,0원,60,0,0.0
192744456,602,챗GPT 입문 실무 (USB강좌),직장인이 활용하면서 인공지능 지피티 프롬프트 사용법과 AI 문서작성 엑셀 파워포인트 이미지 덕테이프 동영상 제작 방법 배우기,액션미디어 편집부,액션미디어,2026년 07월,0%,39800,39800,0원,60,0,0.0
192744406,603,컴퓨터 기초 왕초보 컴맹탈출+엑셀 기초 실무 사용방법+한컴오피스 한글 문서작성+파워포인트 PPT MS 오피스 실무 완전정복 5과목 패키지,,액션미디어 편집부,액션미디어,2026년 06월,0%,54000,54000,0원,60,0,0.0
